instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weekday_nome,estacao_nome,tempo_nome,temp_norm,hum_norm,windspeed_norm
8448,2011-12-23,1,0,12,15,0,5,1,1,0.38,0.3939,0.54,0.3582,12,191,203,Sex,Inverno,Bom tempo,0.36734693877551017,0.54,0.42106500528976143
8449,2011-12-23,1,0,12,16,0,5,1,1,0.38,0.3939,0.5,0.2985,15,166,181,Sex,Inverno,Bom tempo,0.36734693877551017,0.5,0.3508875044081345
8450,2011-12-23,1,0,12,17,0,5,1,1,0.36,0.3485,0.53,0.2239,11,129,140,Sex,Inverno,Bom tempo,0.3469387755102041,0.53,0.2631950158692841
8451,2011-12-23,1,0,12,18,0,5,1,1,0.36,0.3333,0.5,0.2537,4,91,95,Sex,Inverno,Bom tempo,0.3469387755102041,0.5,0.298224991183731
8452,2011-12-23,1,0,12,19,0,5,1,1,0.34,0.3333,0.53,0.194,1,75,76,Sex,Inverno,Bom tempo,0.326530612244898,0.53,0.22804749030210417
8453,2011-12-23,1,0,12,20,0,5,1,1,0.32,0.303,0.61,0.3284,3,47,50,Sex,Inverno,Bom tempo,0.30612244897959184,0.61,0.38603502997531447
8454,2011-12-23,1,0,12,21,0,5,1,1,0.32,0.303,0.61,0.2239,0,32,32,Sex,Inverno,Bom tempo,0.30612244897959184,0.61,0.2631950158692841
8455,2011-12-23,1,0,12,22,0,5,1,1,0.32,0.3182,0.66,0.194,4,43,47,Sex,Inverno,Bom tempo,0.30612244897959184,0.66,0.22804749030210417
8456,2011-12-23,1,0,12,23,0,5,1,1,0.32,0.3333,0.66,0.1343,4,21,25,Sex,Inverno,Bom tempo,0.30612244897959184,0.66,0.15786998942047725
8457,2011-12-24,1,0,12,0,0,6,0,2,0.32,0.3182,0.7,0.1642,3,20,23,Sáb,Inverno,Nublado,0.30612244897959184,0.7,0.19301751498765723
8458,2011-12-24,1,0,12,1,0,6,0,2,0.32,0.3485,0.66,0.0,1,15,16,Sáb,Inverno,Nublado,0.30612244897959184,0.66,0.0
8459,2011-12-24,1,0,12,2,0,6,0,2,0.32,0.3333,0.66,0.0896,4,22,26,Sáb,Inverno,Nublado,0.30612244897959184,0.66,0.10532502644880687
8460,2011-12-24,1,0,12,3,0,6,0,2,0.32,0.3333,0.7,0.0896,0,5,5,Sáb,Inverno,Nublado,0.30612244897959184,0.7,0.10532502644880687
8461,2011-12-24,1,0,12,4,0,6,0,2,0.32,0.3182,0.66,0.1642,0,3,3,Sáb,Inverno,Nublado,0.30612244897959184,0.66,0.19301751498765723
8462,2011-12-24,1,0,12,5,0,6,0,2,0.32,0.3182,0.66,0.1642,1,3,4,Sáb,Inverno,Nublado,0.30612244897959184,0.66,0.19301751498765723
8463,2011-12-24,1,0,12,6,0,6,0,2,0.3,0.303,0.75,0.1642,0,10,10,Sáb,Inverno,Nublado,0.2857142857142857,0.75,0.19301751498765723
8464,2011-12-24,1,0,12,7,0,6,0,1,0.3,0.2727,0.7,0.3582,0,10,10,Sáb,Inverno,Bom tempo,0.2857142857142857,0.7,0.42106500528976143
8465,2011-12-24,1,0,12,8,0,6,0,1,0.28,0.2727,0.7,0.194,0,27,27,Sáb,Inverno,Bom tempo,0.2653061224489796,0.7,0.22804749030210417
8466,2011-12-24,1,0,12,9,0,6,0,1,0.3,0.2727,0.45,0.4179,3,53,56,Sáb,Inverno,Bom tempo,0.2857142857142857,0.45,0.49124250617138826
8467,2011-12-24,1,0,12,10,0,6,0,1,0.3,0.2576,0.42,0.4925,4,52,56,Sáb,Inverno,Bom tempo,0.2857142857142857,0.42,0.5789349947102387
8468,2011-12-24,1,0,12,11,0,6,0,1,0.32,0.2879,0.39,0.3582,9,62,71,Sáb,Inverno,Bom tempo,0.30612244897959184,0.39,0.42106500528976143
8469,2011-12-24,1,0,12,12,0,6,0,1,0.34,0.3182,0.39,0.2836,15,79,94,Sáb,Inverno,Bom tempo,0.326530612244898,0.39,0.33337251675091106
8470,2011-12-24,1,0,12,13,0,6,0,1,0.34,0.303,0.39,0.2985,24,97,121,Sáb,Inverno,Bom tempo,0.326530612244898,0.39,0.3508875044081345
8471,2011-12-24,1,0,12,14,0,6,0,1,0.34,0.303,0.39,0.2985,15,70,85,Sáb,Inverno,Bom tempo,0.326530612244898,0.39,0.3508875044081345
8472,2011-12-24,1,0,12,15,0,6,0,1,0.32,0.303,0.39,0.2239,15,82,97,Sáb,Inverno,Bom tempo,0.30612244897959184,0.39,0.2631950158692841
8473,2011-12-24,1,0,12,16,0,6,0,1,0.32,0.3182,0.42,0.194,25,74,99,Sáb,Inverno,Bom tempo,0.30612244897959184,0.42,0.22804749030210417
8474,2011-12-24,1,0,12,17,0,6,0,1,0.28,0.2879,0.45,0.1343,15,53,68,Sáb,Inverno,Bom tempo,0.2653061224489796,0.45,0.15786998942047725
8475,2011-12-24,1,0,12,18,0,6,0,1,0.3,0.3182,0.42,0.0896,2,33,35,Sáb,Inverno,Bom tempo,0.2857142857142857,0.42,0.10532502644880687
8476,2011-12-24,1,0,12,19,0,6,0,1,0.3,0.3182,0.52,0.0896,1,24,25,Sáb,Inverno,Bom tempo,0.2857142857142857,0.52,0.10532502644880687
8477,2011-12-24,1,0,12,20,0,6,0,1,0.26,0.2727,0.56,0.1343,5,19,24,Sáb,Inverno,Bom tempo,0.2448979591836735,0.56,0.15786998942047725
8478,2011-12-24,1,0,12,21,0,6,0,1,0.26,0.2576,0.56,0.1642,4,15,19,Sáb,Inverno,Bom tempo,0.2448979591836735,0.56,0.19301751498765723
8479,2011-12-24,1,0,12,22,0,6,0,1,0.24,0.2879,0.52,0.0,8,12,20,Sáb,Inverno,Bom tempo,0.22448979591836735,0.52,0.0
8480,2011-12-24,1,0,12,23,0,6,0,1,0.24,0.2576,0.56,0.0,1,16,17,Sáb,Inverno,Bom tempo,0.22448979591836735,0.56,0.0
8481,2011-12-25,1,0,12,0,0,0,0,1,0.24,0.2273,0.6,0.194,2,4,6,Dom,Inverno,Bom tempo,0.22448979591836735,0.6,0.22804749030210417
8482,2011-12-25,1,0,12,1,0,0,0,1,0.22,0.2273,0.69,0.1343,2,2,4,Dom,Inverno,Bom tempo,0.20408163265306123,0.69,0.15786998942047725
8483,2011-12-25,1,0,12,2,0,0,0,1,0.22,0.2576,0.75,0.0896,0,2,2,Dom,Inverno,Bom tempo,0.20408163265306123,0.75,0.10532502644880687
8484,2011-12-25,1,0,12,3,0,0,0,1,0.22,0.2727,0.72,0.0,1,3,4,Dom,Inverno,Bom tempo,0.20408163265306123,0.72,0.0
8485,2011-12-25,1,0,12,5,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,Dom,Inverno,Bom tempo,0.1836734693877551,0.75,0.12284001410603033
8486,2011-12-25,1,0,12,6,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,Dom,Inverno,Bom tempo,0.1836734693877551,0.75,0.12284001410603033
8487,2011-12-25,1,0,12,7,0,0,0,1,0.22,0.2424,0.8,0.1045,0,4,4,Dom,Inverno,Bom tempo,0.20408163265306123,0.8,0.12284001410603033
8488,2011-12-25,1,0,12,8,0,0,0,1,0.2,0.2121,0.8,0.1642,1,4,5,Dom,Inverno,Bom tempo,0.1836734693877551,0.8,0.19301751498765723
8489,2011-12-25,1,0,12,9,0,0,0,1,0.24,0.2424,0.87,0.1642,3,20,23,Dom,Inverno,Bom tempo,0.22448979591836735,0.87,0.19301751498765723
8490,2011-12-25,1,0,12,10,0,0,0,1,0.26,0.2424,0.81,0.2537,31,12,43,Dom,Inverno,Bom tempo,0.2448979591836735,0.81,0.298224991183731
8491,2011-12-25,1,0,12,11,0,0,0,1,0.3,0.303,0.7,0.1642,43,42,85,Dom,Inverno,Bom tempo,0.2857142857142857,0.7,0.19301751498765723
8492,2011-12-25,1,0,12,12,0,0,0,1,0.3,0.2727,0.75,0.2985,25,41,66,Dom,Inverno,Bom tempo,0.2857142857142857,0.75,0.3508875044081345
8493,2011-12-25,1,0,12,13,0,0,0,1,0.32,0.303,0.7,0.2537,40,39,79,Dom,Inverno,Bom tempo,0.30612244897959184,0.7,0.298224991183731
8494,2011-12-25,1,0,12,14,0,0,0,1,0.34,0.3182,0.61,0.2537,41,45,86,Dom,Inverno,Bom tempo,0.326530612244898,0.61,0.298224991183731
8495,2011-12-25,1,0,12,15,0,0,0,1,0.34,0.3333,0.61,0.194,43,48,91,Dom,Inverno,Bom tempo,0.326530612244898,0.61,0.22804749030210417
8496,2011-12-25,1,0,12,16,0,0,0,1,0.36,0.3636,0.57,0.1045,35,51,86,Dom,Inverno,Bom tempo,0.3469387755102041,0.57,0.12284001410603033
8497,2011-12-25,1,0,12,17,0,0,0,1,0.34,0.3333,0.61,0.1343,11,33,44,Dom,Inverno,Bom tempo,0.326530612244898,0.61,0.15786998942047725
8498,2011-12-25,1,0,12,18,0,0,0,1,0.32,0.3182,0.7,0.194,7,23,30,Dom,Inverno,Bom tempo,0.30612244897959184,0.7,0.22804749030210417
8499,2011-12-25,1,0,12,19,0,0,0,1,0.32,0.3333,0.57,0.1343,2,14,16,Dom,Inverno,Bom tempo,0.30612244897959184,0.57,0.15786998942047725
8500,2011-12-25,1,0,12,20,0,0,0,1,0.32,0.3333,0.49,0.0896,8,18,26,Dom,Inverno,Bom tempo,0.30612244897959184,0.49,0.10532502644880687
8501,2011-12-25,1,0,12,21,0,0,0,1,0.3,0.303,0.56,0.1343,4,15,19,Dom,Inverno,Bom tempo,0.2857142857142857,0.56,0.15786998942047725
8502,2011-12-25,1,0,12,22,0,0,0,1,0.28,0.2727,0.61,0.1642,2,15,17,Dom,Inverno,Bom tempo,0.2653061224489796,0.61,0.19301751498765723
8503,2011-12-25,1,0,12,23,0,0,0,1,0.26,0.2727,0.65,0.1343,2,14,16,Dom,Inverno,Bom tempo,0.2448979591836735,0.65,0.15786998942047725
8504,2011-12-26,1,0,12,0,1,1,0,1,0.22,0.2273,0.75,0.1642,5,6,11,Seg,Inverno,Bom tempo,0.20408163265306123,0.75,0.19301751498765723
8505,2011-12-26,1,0,12,1,1,1,0,1,0.28,0.2727,0.56,0.194,3,7,10,Seg,Inverno,Bom tempo,0.2653061224489796,0.56,0.22804749030210417
8506,2011-12-26,1,0,12,2,1,1,0,1,0.34,0.3182,0.46,0.2239,2,5,7,Seg,Inverno,Bom tempo,0.326530612244898,0.46,0.2631950158692841
8507,2011-12-26,1,0,12,4,1,1,0,1,0.34,0.303,0.46,0.2985,0,2,2,Seg,Inverno,Bom tempo,0.326530612244898,0.46,0.3508875044081345
8508,2011-12-26,1,0,12,5,1,1,0,1,0.34,0.303,0.42,0.3881,0,4,4,Seg,Inverno,Bom tempo,0.326530612244898,0.42,0.45621253085694136
8509,2011-12-26,1,0,12,6,1,1,0,1,0.32,0.303,0.45,0.2836,0,4,4,Seg,Inverno,Bom tempo,0.30612244897959184,0.45,0.33337251675091106
8510,2011-12-26,1,0,12,7,1,1,0,1,0.32,0.3182,0.45,0.194,2,17,19,Seg,Inverno,Bom tempo,0.30612244897959184,0.45,0.22804749030210417
8511,2011-12-26,1,0,12,8,1,1,0,1,0.32,0.3333,0.45,0.1343,5,13,18,Seg,Inverno,Bom tempo,0.30612244897959184,0.45,0.15786998942047725
8512,2011-12-26,1,0,12,9,1,1,0,1,0.34,0.303,0.46,0.2985,24,38,62,Seg,Inverno,Bom tempo,0.326530612244898,0.46,0.3508875044081345
8513,2011-12-26,1,0,12,10,1,1,0,1,0.34,0.2879,0.42,0.5224,31,39,70,Seg,Inverno,Bom tempo,0.326530612244898,0.42,0.6140825202774186
8514,2011-12-26,1,0,12,11,1,1,0,1,0.34,0.2879,0.46,0.5821,40,51,91,Seg,Inverno,Bom tempo,0.326530612244898,0.46,0.6842600211590455
8515,2011-12-26,1,0,12,12,1,1,0,1,0.36,0.3182,0.43,0.4627,34,66,100,Seg,Inverno,Bom tempo,0.3469387755102041,0.43,0.5439050193957917
8516,2011-12-26,1,0,12,13,1,1,0,1,0.38,0.3939,0.4,0.2985,57,83,140,Seg,Inverno,Bom tempo,0.36734693877551017,0.4,0.3508875044081345
8517,2011-12-26,1,0,12,14,1,1,0,1,0.38,0.3939,0.4,0.3284,73,80,153,Seg,Inverno,Bom tempo,0.36734693877551017,0.4,0.38603502997531447
8518,2011-12-26,1,0,12,15,1,1,0,1,0.38,0.3939,0.4,0.2537,26,105,131,Seg,Inverno,Bom tempo,0.36734693877551017,0.4,0.298224991183731
8519,2011-12-26,1,0,12,16,1,1,0,1,0.36,0.3333,0.43,0.2836,28,69,97,Seg,Inverno,Bom tempo,0.3469387755102041,0.43,0.33337251675091106
8520,2011-12-26,1,0,12,17,1,1,0,1,0.34,0.3182,0.46,0.2239,30,67,97,Seg,Inverno,Bom tempo,0.326530612244898,0.46,0.2631950158692841
8521,2011-12-26,1,0,12,18,1,1,0,1,0.32,0.3333,0.49,0.0896,21,54,75,Seg,Inverno,Bom tempo,0.30612244897959184,0.49,0.10532502644880687
8522,2011-12-26,1,0,12,19,1,1,0,1,0.3,0.3182,0.65,0.0896,16,49,65,Seg,Inverno,Bom tempo,0.2857142857142857,0.65,0.10532502644880687
8523,2011-12-26,1,0,12,20,1,1,0,1,0.3,0.3182,0.56,0.0896,14,42,56,Seg,Inverno,Bom tempo,0.2857142857142857,0.56,0.10532502644880687
8524,2011-12-26,1,0,12,21,1,1,0,1,0.26,0.303,0.7,0.0,10,39,49,Seg,Inverno,Bom tempo,0.2448979591836735,0.7,0.0
8525,2011-12-26,1,0,12,22,1,1,0,1,0.26,0.303,0.7,0.0,5,22,27,Seg,Inverno,Bom tempo,0.2448979591836735,0.7,0.0
8526,2011-12-26,1,0,12,23,1,1,0,1,0.26,0.2727,0.7,0.1045,4,25,29,Seg,Inverno,Bom tempo,0.2448979591836735,0.7,0.12284001410603033
8527,2011-12-27,1,0,12,0,0,2,1,1,0.26,0.2576,0.7,0.1642,3,9,12,Ter,Inverno,Bom tempo,0.2448979591836735,0.7,0.19301751498765723
8528,2011-12-27,1,0,12,1,0,2,1,1,0.26,0.2727,0.7,0.1343,0,6,6,Ter,Inverno,Bom tempo,0.2448979591836735,0.7,0.15786998942047725
8529,2011-12-27,1,0,12,2,0,2,1,1,0.26,0.2727,0.7,0.1343,2,2,4,Ter,Inverno,Bom tempo,0.2448979591836735,0.7,0.15786998942047725
8530,2011-12-27,1,0,12,3,0,2,1,2,0.3,0.2879,0.61,0.2239,0,3,3,Ter,Inverno,Nublado,0.2857142857142857,0.61,0.2631950158692841
8531,2011-12-27,1,0,12,4,0,2,1,2,0.3,0.2879,0.65,0.2239,0,3,3,Ter,Inverno,Nublado,0.2857142857142857,0.65,0.2631950158692841
8532,2011-12-27,1,0,12,5,0,2,1,2,0.3,0.2727,0.64,0.2836,0,8,8,Ter,Inverno,Nublado,0.2857142857142857,0.64,0.33337251675091106
8533,2011-12-27,1,0,12,6,0,2,1,2,0.3,0.2727,0.61,0.2985,0,35,35,Ter,Inverno,Nublado,0.2857142857142857,0.61,0.3508875044081345
8534,2011-12-27,1,0,12,7,0,2,1,2,0.3,0.2879,0.65,0.2836,1,79,80,Ter,Inverno,Nublado,0.2857142857142857,0.65,0.33337251675091106
8535,2011-12-27,1,0,12,8,0,2,1,2,0.3,0.303,0.65,0.1642,9,155,164,Ter,Inverno,Nublado,0.2857142857142857,0.65,0.19301751498765723
8536,2011-12-27,1,0,12,9,0,2,1,3,0.32,0.3333,0.66,0.1045,19,85,104,Ter,Inverno,Chuva leve,0.30612244897959184,0.66,0.12284001410603033
8537,2011-12-27,1,0,12,10,0,2,1,2,0.32,0.3333,0.66,0.0896,13,47,60,Ter,Inverno,Nublado,0.30612244897959184,0.66,0.10532502644880687
8538,2011-12-27,1,0,12,11,0,2,1,3,0.32,0.3333,0.66,0.1045,6,24,30,Ter,Inverno,Chuva leve,0.30612244897959184,0.66,0.12284001410603033
8539,2011-12-27,1,0,12,12,0,2,1,3,0.3,0.3182,0.81,0.0896,8,16,24,Ter,Inverno,Chuva leve,0.2857142857142857,0.81,0.10532502644880687
8540,2011-12-27,1,0,12,13,0,2,1,3,0.3,0.303,0.87,0.1343,1,19,20,Ter,Inverno,Chuva leve,0.2857142857142857,0.87,0.15786998942047725
8541,2011-12-27,1,0,12,14,0,2,1,3,0.42,0.4242,0.82,0.3881,0,14,14,Ter,Inverno,Chuva leve,0.4081632653061224,0.82,0.45621253085694136
8542,2011-12-27,1,0,12,15,0,2,1,3,0.42,0.4242,0.82,0.3881,2,17,19,Ter,Inverno,Chuva leve,0.4081632653061224,0.82,0.45621253085694136
8543,2011-12-27,1,0,12,16,0,2,1,3,0.44,0.4394,0.88,0.3284,2,44,46,Ter,Inverno,Chuva leve,0.42857142857142855,0.88,0.38603502997531447
8544,2011-12-27,1,0,12,17,0,2,1,3,0.4,0.4091,0.87,0.1343,6,109,115,Ter,Inverno,Chuva leve,0.3877551020408163,0.87,0.15786998942047725
8545,2011-12-27,1,0,12,18,0,2,1,1,0.38,0.3939,0.87,0.2836,9,126,135,Ter,Inverno,Bom tempo,0.36734693877551017,0.87,0.33337251675091106
8546,2011-12-27,1,0,12,19,0,2,1,1,0.34,0.3333,0.87,0.1642,3,87,90,Ter,Inverno,Bom tempo,0.326530612244898,0.87,0.19301751498765723
8547,2011-12-27,1,0,12,20,0,2,1,1,0.32,0.3333,0.93,0.0896,3,66,69,Ter,Inverno,Bom tempo,0.30612244897959184,0.93,0.10532502644880687
8548,2011-12-27,1,0,12,21,0,2,1,1,0.32,0.3333,0.87,0.0896,11,52,63,Ter,Inverno,Bom tempo,0.30612244897959184,0.87,0.10532502644880687
8549,2011-12-27,1,0,12,22,0,2,1,1,0.32,0.3333,0.87,0.0896,3,29,32,Ter,Inverno,Bom tempo,0.30612244897959184,0.87,0.10532502644880687
8550,2011-12-27,1,0,12,23,0,2,1,1,0.3,0.303,0.93,0.1343,2,24,26,Ter,Inverno,Bom tempo,0.2857142857142857,0.93,0.15786998942047725
8551,2011-12-28,1,0,12,0,0,3,1,1,0.32,0.3182,0.87,0.1642,0,10,10,Qua,Inverno,Bom tempo,0.30612244897959184,0.87,0.19301751498765723
8552,2011-12-28,1,0,12,1,0,3,1,1,0.32,0.3182,0.76,0.1642,0,12,12,Qua,Inverno,Bom tempo,0.30612244897959184,0.76,0.19301751498765723
8553,2011-12-28,1,0,12,2,0,3,1,1,0.32,0.303,0.61,0.2537,0,7,7,Qua,Inverno,Bom tempo,0.30612244897959184,0.61,0.298224991183731
8554,2011-12-28,1,0,12,3,0,3,1,1,0.32,0.303,0.61,0.2537,0,4,4,Qua,Inverno,Bom tempo,0.30612244897959184,0.61,0.298224991183731
8555,2011-12-28,1,0,12,5,0,3,1,1,0.32,0.2879,0.57,0.3582,0,9,9,Qua,Inverno,Bom tempo,0.30612244897959184,0.57,0.42106500528976143
8556,2011-12-28,1,0,12,6,0,3,1,1,0.32,0.303,0.57,0.2537,1,42,43,Qua,Inverno,Bom tempo,0.30612244897959184,0.57,0.298224991183731
8557,2011-12-28,1,0,12,7,0,3,1,1,0.32,0.303,0.57,0.2537,4,106,110,Qua,Inverno,Bom tempo,0.30612244897959184,0.57,0.298224991183731
8558,2011-12-28,1,0,12,8,0,3,1,1,0.32,0.2879,0.57,0.3582,11,206,217,Qua,Inverno,Bom tempo,0.30612244897959184,0.57,0.42106500528976143
8559,2011-12-28,1,0,12,9,0,3,1,1,0.32,0.303,0.57,0.3284,18,171,189,Qua,Inverno,Bom tempo,0.30612244897959184,0.57,0.38603502997531447
8560,2011-12-28,1,0,12,10,0,3,1,1,0.34,0.3182,0.57,0.2239,12,84,96,Qua,Inverno,Bom tempo,0.326530612244898,0.57,0.2631950158692841
8561,2011-12-28,1,0,12,11,0,3,1,1,0.36,0.3333,0.46,0.3582,18,93,111,Qua,Inverno,Bom tempo,0.3469387755102041,0.46,0.42106500528976143
8562,2011-12-28,1,0,12,12,0,3,1,1,0.34,0.2879,0.46,0.5522,32,108,140,Qua,Inverno,Bom tempo,0.326530612244898,0.46,0.6491124955918656
8563,2011-12-28,1,0,12,13,0,3,1,1,0.34,0.2879,0.39,0.4627,24,135,159,Qua,Inverno,Bom tempo,0.326530612244898,0.39,0.5439050193957917
8564,2011-12-28,1,0,12,14,0,3,1,1,0.32,0.2879,0.39,0.3881,24,96,120,Qua,Inverno,Bom tempo,0.30612244897959184,0.39,0.45621253085694136
8565,2011-12-28,1,0,12,15,0,3,1,1,0.32,0.2879,0.36,0.4179,16,101,117,Qua,Inverno,Bom tempo,0.30612244897959184,0.36,0.49124250617138826
8566,2011-12-28,1,0,12,16,0,3,1,1,0.3,0.2727,0.36,0.4179,23,144,167,Qua,Inverno,Bom tempo,0.2857142857142857,0.36,0.49124250617138826
8567,2011-12-28,1,0,12,17,0,3,1,1,0.28,0.2727,0.38,0.2537,25,225,250,Qua,Inverno,Bom tempo,0.2653061224489796,0.38,0.298224991183731
8568,2011-12-28,1,0,12,18,0,3,1,1,0.26,0.2273,0.38,0.3284,10,159,169,Qua,Inverno,Bom tempo,0.2448979591836735,0.38,0.38603502997531447
8569,2011-12-28,1,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,16,135,151,Qua,Inverno,Bom tempo,0.22448979591836735,0.41,0.298224991183731
8570,2011-12-28,1,0,12,20,0,3,1,1,0.24,0.2273,0.41,0.2239,9,70,79,Qua,Inverno,Bom tempo,0.22448979591836735,0.41,0.2631950158692841
8571,2011-12-28,1,0,12,21,0,3,1,1,0.22,0.2273,0.44,0.1343,7,63,70,Qua,Inverno,Bom tempo,0.20408163265306123,0.44,0.15786998942047725
8572,2011-12-28,1,0,12,22,0,3,1,1,0.22,0.2424,0.44,0.1045,2,31,33,Qua,Inverno,Bom tempo,0.20408163265306123,0.44,0.12284001410603033
8573,2011-12-28,1,0,12,23,0,3,1,1,0.22,0.2121,0.44,0.2537,3,36,39,Qua,Inverno,Bom tempo,0.20408163265306123,0.44,0.298224991183731
8574,2011-12-29,1,0,12,0,0,4,1,2,0.22,0.2273,0.47,0.194,4,24,28,Qui,Inverno,Nublado,0.20408163265306123,0.47,0.22804749030210417
8575,2011-12-29,1,0,12,1,0,4,1,1,0.22,0.2121,0.47,0.2239,0,15,15,Qui,Inverno,Bom tempo,0.20408163265306123,0.47,0.2631950158692841
8576,2011-12-29,1,0,12,2,0,4,1,1,0.2,0.2273,0.51,0.1045,0,3,3,Qui,Inverno,Bom tempo,0.1836734693877551,0.51,0.12284001410603033
8577,2011-12-29,1,0,12,3,0,4,1,1,0.2,0.197,0.55,0.194,0,2,2,Qui,Inverno,Bom tempo,0.1836734693877551,0.55,0.22804749030210417
8578,2011-12-29,1,0,12,4,0,4,1,1,0.2,0.2121,0.55,0.1642,1,2,3,Qui,Inverno,Bom tempo,0.1836734693877551,0.55,0.19301751498765723
8579,2011-12-29,1,0,12,5,0,4,1,1,0.2,0.2273,0.55,0.1045,0,10,10,Qui,Inverno,Bom tempo,0.1836734693877551,0.55,0.12284001410603033
8580,2011-12-29,1,0,12,6,0,4,1,1,0.2,0.2576,0.59,0.0,2,39,41,Qui,Inverno,Bom tempo,0.1836734693877551,0.59,0.0
8581,2011-12-29,1,0,12,7,0,4,1,1,0.18,0.2121,0.64,0.0896,2,104,106,Qui,Inverno,Bom tempo,0.163265306122449,0.64,0.10532502644880687
8582,2011-12-29,1,0,12,8,0,4,1,2,0.2,0.2576,0.64,0.0,3,207,210,Qui,Inverno,Nublado,0.1836734693877551,0.64,0.0
8583,2011-12-29,1,0,12,9,0,4,1,2,0.2,0.2121,0.64,0.1343,15,155,170,Qui,Inverno,Nublado,0.1836734693877551,0.64,0.15786998942047725
8584,2011-12-29,1,0,12,10,0,4,1,2,0.22,0.2273,0.64,0.1642,13,97,110,Qui,Inverno,Nublado,0.20408163265306123,0.64,0.19301751498765723
8585,2011-12-29,1,0,12,11,0,4,1,2,0.24,0.2576,0.6,0.0896,23,99,122,Qui,Inverno,Nublado,0.22448979591836735,0.6,0.10532502644880687
8586,2011-12-29,1,0,12,12,0,4,1,2,0.26,0.2727,0.56,0.1045,12,118,130,Qui,Inverno,Nublado,0.2448979591836735,0.56,0.12284001410603033
8587,2011-12-29,1,0,12,13,0,4,1,2,0.28,0.2879,0.52,0.1045,36,95,131,Qui,Inverno,Nublado,0.2653061224489796,0.52,0.12284001410603033
8588,2011-12-29,1,0,12,14,0,4,1,2,0.3,0.3333,0.52,0.0,30,112,142,Qui,Inverno,Nublado,0.2857142857142857,0.52,0.0
8589,2011-12-29,1,0,12,15,0,4,1,2,0.3,0.3182,0.52,0.0896,27,150,177,Qui,Inverno,Nublado,0.2857142857142857,0.52,0.10532502644880687
8590,2011-12-29,1,0,12,16,0,4,1,1,0.3,0.303,0.52,0.1642,22,155,177,Qui,Inverno,Bom tempo,0.2857142857142857,0.52,0.19301751498765723
8591,2011-12-29,1,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240,Qui,Inverno,Bom tempo,0.2857142857142857,0.61,0.19301751498765723
8592,2011-12-29,1,0,12,18,0,4,1,1,0.3,0.303,0.56,0.1343,15,192,207,Qui,Inverno,Bom tempo,0.2857142857142857,0.56,0.15786998942047725
8593,2011-12-29,1,0,12,19,0,4,1,1,0.3,0.3182,0.56,0.1045,11,124,135,Qui,Inverno,Bom tempo,0.2857142857142857,0.56,0.12284001410603033
8594,2011-12-29,1,0,12,20,0,4,1,1,0.28,0.2879,0.65,0.1045,8,88,96,Qui,Inverno,Bom tempo,0.2653061224489796,0.65,0.12284001410603033
8595,2011-12-29,1,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343,8,60,68,Qui,Inverno,Nublado,0.2653061224489796,0.61,0.15786998942047725
8596,2011-12-29,1,0,12,22,0,4,1,1,0.28,0.2879,0.65,0.1343,7,48,55,Qui,Inverno,Bom tempo,0.2653061224489796,0.65,0.15786998942047725
8597,2011-12-29,1,0,12,23,0,4,1,1,0.3,0.303,0.65,0.1642,1,44,45,Qui,Inverno,Bom tempo,0.2857142857142857,0.65,0.19301751498765723
8598,2011-12-30,1,0,12,0,0,5,1,1,0.28,0.2879,0.7,0.1343,4,26,30,Sex,Inverno,Bom tempo,0.2653061224489796,0.7,0.15786998942047725
8599,2011-12-30,1,0,12,1,0,5,1,1,0.26,0.2879,0.65,0.0896,9,11,20,Sex,Inverno,Bom tempo,0.2448979591836735,0.65,0.10532502644880687
8600,2011-12-30,1,0,12,2,0,5,1,1,0.24,0.2576,0.7,0.1045,2,10,12,Sex,Inverno,Bom tempo,0.22448979591836735,0.7,0.12284001410603033
8601,2011-12-30,1,0,12,3,0,5,1,1,0.24,0.2576,0.7,0.1045,0,6,6,Sex,Inverno,Bom tempo,0.22448979591836735,0.7,0.12284001410603033
8602,2011-12-30,1,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2,Sex,Inverno,Bom tempo,0.22448979591836735,0.7,0.10532502644880687
8603,2011-12-30,1,0,12,5,0,5,1,1,0.22,0.2576,0.75,0.0896,0,10,10,Sex,Inverno,Bom tempo,0.20408163265306123,0.75,0.10532502644880687
8604,2011-12-30,1,0,12,6,0,5,1,1,0.24,0.2576,0.7,0.0896,1,31,32,Sex,Inverno,Bom tempo,0.22448979591836735,0.7,0.10532502644880687
8605,2011-12-30,1,0,12,7,0,5,1,1,0.24,0.2576,0.75,0.0896,3,92,95,Sex,Inverno,Bom tempo,0.22448979591836735,0.75,0.10532502644880687
8606,2011-12-30,1,0,12,8,0,5,1,2,0.24,0.2576,0.75,0.0896,12,193,205,Sex,Inverno,Nublado,0.22448979591836735,0.75,0.10532502644880687
